address_id	address	address2	district	city_id	postal_code	phone	_valid_from
414	1936 Lapu-Lapu Parkway	\N	 	141	7122	 	2006-02-15 04:45:30
359	519 Nyeri Manor	\N	 	461	37650	 	2006-02-15 04:45:30
78	1206 Dos Quebradas Place	\N	 	431	20207	 	2006-02-15 04:45:30
64	81 Hodeida Way	\N	 	231	55561	 	2006-02-15 04:45:30
566	1229 Varanasi (Benares) Manor	\N	 	43	40195	 	2006-02-15 04:45:30
554	947 Trshavn Place	\N	 	528	841	 	2006-02-15 04:45:30
277	85 San Felipe de Puerto Plata Drive	\N	 	584	46063	 	2006-02-15 04:45:30
604	1331 Usak Boulevard	\N	 	296	61960	 	2006-02-15 04:45:30
340	507 Smolensk Loop	\N	 	492	22971	 	2006-02-15 04:45:30
107	1177 Jelets Way	\N	 	220	3305	 	2006-02-15 04:45:30
41	1440 Fukuyama Loop	\N	 	362	47929	 	2006-02-15 04:45:30
351	1157 Nyeri Loop	\N	 	320	56380	 	2006-02-15 04:45:30
418	126 Acua Parkway	\N	 	71	58888	 	2006-02-15 04:45:30
540	949 Allende Lane	\N	 	24	67521	 	2006-02-15 04:45:30
385	1642 Charlotte Amalie Drive	\N	 	549	75442	 	2006-02-15 04:45:30
421	966 Arecibo Loop	\N	 	134	94018	 	2006-02-15 04:45:30
328	479 San Felipe del Progreso Avenue	\N	 	130	54949	 	2006-02-15 04:45:30
532	1427 Tabuk Place	\N	 	101	31342	 	2006-02-15 04:45:30
526	617 Klerksdorp Place	\N	 	366	94707	 	2006-02-15 04:45:30
595	1074 Sanaa Parkway	\N	 	311	22474	 	2006-02-15 04:45:30
152	1952 Pune Lane	\N	 	442	92150	 	2006-02-15 04:45:30
525	1949 Sanya Street	\N	 	224	61244	 	2006-02-15 04:45:30
550	1715 Okayama Street	\N	 	485	55676	 	2006-02-15 04:45:30
578	1405 Hagonoy Avenue	\N	 	133	86587	 	2006-02-15 04:45:30
470	1088 Ibirit Place	\N	 	595	88502	 	2006-02-15 04:45:30
265	1158 Mandi Bahauddin Parkway	\N	 	136	98484	 	2006-02-15 04:45:30
29	934 San Felipe de Puerto Plata Street	\N	 	472	99780	 	2006-02-15 04:45:30
123	1987 Coacalco de Berriozbal Loop	\N	 	476	96065	 	2006-02-15 04:45:30
458	138 Caracas Boulevard	\N	 	326	16790	 	2006-02-15 04:45:30
303	898 Jining Lane	\N	 	387	40070	 	2006-02-15 04:45:30
178	1848 Salala Boulevard	\N	 	373	25220	 	2006-02-15 04:45:30
567	1894 Boa Vista Way	\N	 	178	77464	 	2006-02-15 04:45:30
463	935 Aden Boulevard	\N	 	532	64709	 	2006-02-15 04:45:30
89	1557 Ktahya Boulevard	\N	 	88	88002	 	2006-02-15 04:45:30
451	1704 Tambaram Manor	\N	 	554	2834	 	2006-02-15 04:45:30
365	1009 Zanzibar Lane	\N	 	32	64875	 	2006-02-15 04:45:30
136	898 Belm Manor	\N	 	87	49757	 	2006-02-15 04:45:30
224	1842 Luzinia Boulevard	\N	 	593	94420	 	2006-02-15 04:45:30
307	1908 Gaziantep Place	\N	 	536	58979	 	2006-02-15 04:45:30
427	1557 Cape Coral Parkway	\N	 	293	46875	 	2006-02-15 04:45:30
242	1964 Gijn Manor	\N	 	473	14408	 	2006-02-15 04:45:30
432	259 Ipoh Drive	\N	 	189	64964	 	2006-02-15 04:45:30
148	1027 Songkhla Manor	\N	 	340	30861	 	2006-02-15 04:45:30
283	457 Tongliao Loop	\N	 	222	56254	 	2006-02-15 04:45:30
598	42 Fontana Avenue	\N	 	512	14684	 	2006-02-15 04:45:30
397	614 Pak Kret Street	\N	 	6	27796	 	2006-02-15 04:45:30
318	1774 Yaound Place	\N	 	166	91400	 	2006-02-15 04:45:30
171	1540 Wroclaw Drive	\N	 	107	62686	 	2006-02-15 04:45:30
268	1831 Nam Dinh Loop	\N	 	323	51990	 	2006-02-15 04:45:30
52	909 Garland Manor	\N	 	367	69367	 	2006-02-15 04:45:30
55	1135 Izumisano Parkway	\N	 	171	48150	 	2006-02-15 04:45:30
453	319 Springs Loop	\N	 	160	99552	 	2006-02-15 04:45:30
417	791 Salinas Street	\N	 	208	40509	 	2006-02-15 04:45:30
502	1515 Korla Way	\N	 	589	57197	 	2006-02-15 04:45:30
159	185 Novi Sad Place	\N	 	72	41778	 	2006-02-15 04:45:30
170	710 San Felipe del Progreso Avenue	\N	 	304	76901	 	2006-02-15 04:45:30
131	801 Hagonoy Drive	\N	 	484	8439	 	2006-02-15 04:45:30
312	1354 Siegen Street	\N	 	25	80184	 	2006-02-15 04:45:30
13	613 Korolev Drive	\N	 	329	45844	 	2006-02-15 04:45:30
21	270 Toulon Boulevard	\N	 	156	81766	 	2006-02-15 04:45:30
325	1892 Nabereznyje Telny Lane	\N	 	516	28396	 	2006-02-15 04:45:30
43	306 Antofagasta Place	\N	 	569	3989	 	2006-02-15 04:45:30
38	61 Tama Street	\N	 	284	94065	 	2006-02-15 04:45:30
349	1516 Escobar Drive	\N	 	370	46069	 	2006-02-15 04:45:30
347	1293 Nam Dinh Way	\N	 	84	71583	 	2006-02-15 04:45:30
86	927 Baha Blanca Parkway	\N	 	479	9495	 	2006-02-15 04:45:30
391	1793 Meixian Place	\N	 	258	33535	 	2006-02-15 04:45:30
91	1740 Portoviejo Avenue	\N	 	480	29932	 	2006-02-15 04:45:30
190	435 0 Way	\N	 	195	74750	 	2006-02-15 04:45:30
176	29 Pyongyang Loop	\N	 	58	47753	 	2006-02-15 04:45:30
375	1049 Matamoros Parkway	\N	 	191	69640	 	2006-02-15 04:45:30
175	316 Uruapan Street	\N	 	223	58194	 	2006-02-15 04:45:30
374	433 Florencia Street	\N	 	250	91330	 	2006-02-15 04:45:30
605	1325 Fukuyama Street	\N	 	537	27107	 	2006-02-15 04:45:30
506	414 Mandaluyong Street	\N	 	314	16370	 	2006-02-15 04:45:30
215	1333 Haldia Street	\N	 	174	82161	 	2006-02-15 04:45:30
326	470 Boksburg Street	\N	 	81	97960	 	2006-02-15 04:45:30
498	319 Plock Parkway	\N	 	504	26101	 	2006-02-15 04:45:30
408	990 Etawah Loop	\N	 	564	79940	 	2006-02-15 04:45:30
199	1792 Valle de la Pascua Place	\N	 	477	15540	 	2006-02-15 04:45:30
90	870 Ashqelon Loop	\N	 	489	84931	 	2006-02-15 04:45:30
16	808 Bhopal Manor	\N	 	582	10672	 	2006-02-15 04:45:30
579	521 San Juan Bautista Tuxtepec Place	\N	 	598	95093	 	2006-02-15 04:45:30
290	1336 Benin City Drive	\N	 	386	46044	 	2006-02-15 04:45:30
573	1407 Surakarta Manor	\N	 	466	33224	 	2006-02-15 04:45:30
59	1697 Kowloon and New Kowloon Loop	\N	 	49	57807	 	2006-02-15 04:45:30
546	191 Jos Azueta Parkway	\N	 	436	13629	 	2006-02-15 04:45:30
297	1192 Tongliao Street	\N	 	470	19065	 	2006-02-15 04:45:30
443	1836 Korla Parkway	\N	 	272	55405	 	2006-02-15 04:45:30
492	185 Mannheim Lane	\N	 	408	23661	 	2006-02-15 04:45:30
472	1447 Chatsworth Place	\N	 	129	41545	 	2006-02-15 04:45:30
353	381 Kabul Way	\N	 	209	87272	 	2006-02-15 04:45:30
200	1074 Binzhou Manor	\N	 	325	36490	 	2006-02-15 04:45:30
12	478 Joliet Way	\N	 	200	77948	 	2006-02-15 04:45:30
442	1245 Ibirit Way	\N	 	290	40926	 	2006-02-15 04:45:30
73	1031 Daugavpils Parkway	\N	 	63	59025	 	2006-02-15 04:45:30
255	1966 Tonghae Street	\N	 	198	36481	 	2006-02-15 04:45:30
434	1404 Taguig Drive	\N	 	547	87212	 	2006-02-15 04:45:30
583	1489 Kakamigahara Lane	\N	 	526	98883	 	2006-02-15 04:45:30
40	334 Munger (Monghyr) Lane	\N	 	31	38145	 	2006-02-15 04:45:30
563	1059 Yuncheng Avenue	\N	 	570	47498	 	2006-02-15 04:45:30
150	879 Newcastle Way	\N	 	499	90732	 	2006-02-15 04:45:30
238	346 Skikda Parkway	\N	 	233	90628	 	2006-02-15 04:45:30
487	1785 So Bernardo do Campo Street	\N	 	125	71182	 	2006-02-15 04:45:30
97	832 Nakhon Sawan Manor	\N	 	592	49021	 	2006-02-15 04:45:30
341	1920 Weifang Avenue	\N	 	427	15643	 	2006-02-15 04:45:30
196	9 San Miguel de Tucumn Manor	\N	 	169	90845	 	2006-02-15 04:45:30
256	1497 Yuzhou Drive	\N	 	312	3433	 	2006-02-15 04:45:30
15	1542 Tarlac Parkway	\N	 	440	1027	 	2006-02-15 04:45:30
343	1443 Mardan Street	\N	 	392	31483	 	2006-02-15 04:45:30
44	671 Graz Street	\N	 	353	94399	 	2006-02-15 04:45:30
480	421 Yaound Street	\N	 	385	11363	 	2006-02-15 04:45:30
276	1675 Xiangfan Manor	\N	 	283	11763	 	2006-02-15 04:45:30
315	543 Bergamo Avenue	\N	 	215	59686	 	2006-02-15 04:45:30
137	261 Saint Louis Way	\N	 	541	83401	 	2006-02-15 04:45:30
384	97 Mogiljov Lane	\N	 	73	89294	 	2006-02-15 04:45:30
570	415 Pune Avenue	\N	 	580	44274	 	2006-02-15 04:45:30
143	1029 Dzerzinsk Manor	\N	 	542	57519	 	2006-02-15 04:45:30
589	1584 Ljubertsy Lane	\N	 	494	22954	 	2006-02-15 04:45:30
6	1121 Loja Avenue	\N	 	449	17886	 	2006-02-15 04:45:30
202	955 Bamenda Way	\N	 	218	1545	 	2006-02-15 04:45:30
284	600 Bradford Street	\N	 	514	96204	 	2006-02-15 04:45:30
565	1741 Hoshiarpur Boulevard	\N	 	79	22372	 	2006-02-15 04:45:30
179	431 Xiangtan Avenue	\N	 	18	4854	 	2006-02-15 04:45:30
262	771 Yaound Manor	\N	 	64	86768	 	2006-02-15 04:45:30
475	434 Ourense (Orense) Manor	\N	 	206	14122	 	2006-02-15 04:45:30
575	1052 Pathankot Avenue	\N	 	299	77397	 	2006-02-15 04:45:30
51	686 Garland Manor	\N	 	247	52535	 	2006-02-15 04:45:30
105	733 Mandaluyong Place	\N	 	2	77459	 	2006-02-15 04:45:30
548	1658 Cuman Loop	\N	 	396	51309	 	2006-02-15 04:45:30
250	829 Grand Prairie Way	\N	 	328	6461	 	2006-02-15 04:45:30
7	692 Joliet Street	\N	 	38	83579	 	2006-02-15 04:45:30
538	1817 Livorno Way	\N	 	100	79401	 	2006-02-15 04:45:30
219	1229 Valencia Parkway	\N	 	498	99124	 	2006-02-15 04:45:30
96	984 Effon-Alaiye Avenue	\N	 	183	17119	 	2006-02-15 04:45:30
42	269 Cam Ranh Parkway	\N	 	115	34689	 	2006-02-15 04:45:30
50	46 Pjatigorsk Lane	\N	 	343	23616	 	2006-02-15 04:45:30
32	1425 Shikarpur Manor	\N	 	346	65599	 	2006-02-15 04:45:30
454	956 Nam Dinh Manor	\N	 	481	21872	 	2006-02-15 04:45:30
208	1215 Pyongyang Parkway	\N	 	557	25238	 	2006-02-15 04:45:30
259	1338 Zalantun Lane	\N	 	413	45403	 	2006-02-15 04:45:30
383	686 Donostia-San Sebastin Lane	\N	 	471	97390	 	2006-02-15 04:45:30
594	1464 Kursk Parkway	\N	 	574	17381	 	2006-02-15 04:45:30
576	1351 Sousse Lane	\N	 	341	37815	 	2006-02-15 04:45:30
206	642 Nador Drive	\N	 	77	3924	 	2006-02-15 04:45:30
182	1891 Rizhao Boulevard	\N	 	456	47288	 	2006-02-15 04:45:30
296	1936 Cuman Avenue	\N	 	433	61195	 	2006-02-15 04:45:30
181	146 Johannesburg Way	\N	 	330	54132	 	2006-02-15 04:45:30
229	1014 Loja Manor	\N	 	22	66851	 	2006-02-15 04:45:30
113	682 Junan Way	\N	 	273	30418	 	2006-02-15 04:45:30
48	1998 Halifax Drive	\N	 	308	76022	 	2006-02-15 04:45:30
47	1447 Imus Way	\N	 	167	48942	 	2006-02-15 04:45:30
350	1628 Nagareyama Lane	\N	 	453	60079	 	2006-02-15 04:45:30
564	505 Madiun Boulevard	\N	 	577	97271	 	2006-02-15 04:45:30
376	1061 Ede Avenue	\N	 	98	57810	 	2006-02-15 04:45:30
214	751 Lima Loop	\N	 	7	99405	 	2006-02-15 04:45:30
198	345 Oshawa Boulevard	\N	 	204	32114	 	2006-02-15 04:45:30
9	53 Idfu Parkway	\N	 	361	42399	 	2006-02-15 04:45:30
304	1635 Kuwana Boulevard	\N	 	205	52137	 	2006-02-15 04:45:30
491	1789 Saint-Denis Parkway	\N	 	4	8268	 	2006-02-15 04:45:30
585	1208 Tama Loop	\N	 	344	73605	 	2006-02-15 04:45:30
291	1155 Liaocheng Place	\N	 	152	22650	 	2006-02-15 04:45:30
580	923 Tangail Boulevard	\N	 	10	33384	 	2006-02-15 04:45:30
504	1 Valle de Santiago Avenue	\N	 	93	86208	 	2006-02-15 04:45:30
112	1002 Ahmadnagar Manor	\N	 	213	93026	 	2006-02-15 04:45:30
415	432 Garden Grove Street	\N	 	430	65630	 	2006-02-15 04:45:30
191	140 Chiayi Parkway	\N	 	506	38982	 	2006-02-15 04:45:30
77	1947 Poos de Caldas Boulevard	\N	 	114	60951	 	2006-02-15 04:45:30
279	1884 Shikarpur Avenue	\N	 	263	85548	 	2006-02-15 04:45:30
499	1954 Kowloon and New Kowloon Way	\N	 	434	63667	 	2006-02-15 04:45:30
425	1866 al-Qatif Avenue	\N	 	155	89420	 	2006-02-15 04:45:30
446	1924 Shimonoseki Drive	\N	 	59	52625	 	2006-02-15 04:45:30
194	605 Rio Claro Parkway	\N	 	513	49348	 	2006-02-15 04:45:30
490	1909 Dayton Avenue	\N	 	469	88513	 	2006-02-15 04:45:30
302	922 Vila Velha Loop	\N	 	9	4085	 	2006-02-15 04:45:30
141	1749 Daxian Place	\N	 	29	11044	 	2006-02-15 04:45:30
373	1922 Miraj Way	\N	 	356	13203	 	2006-02-15 04:45:30
234	1256 Bislig Boulevard	\N	 	86	50598	 	2006-02-15 04:45:30
588	966 Asuncin Way	\N	 	212	62703	 	2006-02-15 04:45:30
94	1952 Chatsworth Drive	\N	 	332	25958	 	2006-02-15 04:45:30
65	915 Ponce Place	\N	 	56	83980	 	2006-02-15 04:45:30
241	647 A Corua (La Corua) Street	\N	 	357	36971	 	2006-02-15 04:45:30
101	1599 Plock Drive	\N	 	534	71986	 	2006-02-15 04:45:30
323	1769 Iwaki Lane	\N	 	97	25787	 	2006-02-15 04:45:30
561	1497 Fengshan Drive	\N	 	112	63022	 	2006-02-15 04:45:30
83	586 Tete Way	\N	 	256	1079	 	2006-02-15 04:45:30
519	962 Tama Loop	\N	 	583	65952	 	2006-02-15 04:45:30
71	1586 Guaruj Place	\N	 	579	5135	 	2006-02-15 04:45:30
60	1668 Saint Louis Place	\N	 	397	39072	 	2006-02-15 04:45:30
523	608 Birgunj Parkway	\N	 	116	400	 	2006-02-15 04:45:30
503	1416 San Juan Bautista Tuxtepec Avenue	\N	 	444	50592	 	2006-02-15 04:45:30
305	41 El Alto Parkway	\N	 	398	56883	 	2006-02-15 04:45:30
165	97 Shimoga Avenue	\N	 	533	44660	 	2006-02-15 04:45:30
295	544 Tarsus Boulevard	\N	 	562	53145	 	2006-02-15 04:45:30
92	1942 Ciparay Parkway	\N	 	113	82624	 	2006-02-15 04:45:30
130	1666 Qomsheh Drive	\N	 	410	66255	 	2006-02-15 04:45:30
188	741 Ambattur Manor	\N	 	438	43310	 	2006-02-15 04:45:30
426	1661 Abha Drive	\N	 	416	14400	 	2006-02-15 04:45:30
474	1469 Plock Lane	\N	 	388	95835	 	2006-02-15 04:45:30
134	758 Junan Lane	\N	 	190	82639	 	2006-02-15 04:45:30
17	270 Amroha Parkway	\N	 	384	29610	 	2006-02-15 04:45:30
10	1795 Santiago de Compostela Way	\N	 	295	18743	 	2006-02-15 04:45:30
469	1872 Toulon Loop	\N	 	428	7939	 	2006-02-15 04:45:30
164	1623 Baha Blanca Manor	\N	 	310	81511	 	2006-02-15 04:45:30
423	437 Chungho Drive	\N	 	450	59489	 	2006-02-15 04:45:30
103	588 Vila Velha Manor	\N	 	268	51540	 	2006-02-15 04:45:30
264	1027 Banjul Place	\N	 	197	50390	 	2006-02-15 04:45:30
544	183 Haiphong Street	\N	 	46	69953	 	2006-02-15 04:45:30
72	57 Arlington Manor	\N	 	475	48960	 	2006-02-15 04:45:30
153	782 Mosul Street	\N	 	94	25545	 	2006-02-15 04:45:30
467	1621 Tongliao Avenue	\N	 	558	22173	 	2006-02-15 04:45:30
288	226 Halifax Street	\N	 	277	58492	 	2006-02-15 04:45:30
184	1410 Benin City Parkway	\N	 	405	29747	 	2006-02-15 04:45:30
476	270 Tambaram Parkway	\N	 	244	9668	 	2006-02-15 04:45:30
345	68 Ponce Parkway	\N	 	201	85926	 	2006-02-15 04:45:30
545	163 Augusta-Richmond County Loop	\N	 	561	33030	 	2006-02-15 04:45:30
192	1166 Changhwa Street	\N	 	62	58852	 	2006-02-15 04:45:30
460	659 Gatineau Boulevard	\N	 	153	28587	 	2006-02-15 04:45:30
19	419 Iligan Lane	\N	 	76	72878	 	2006-02-15 04:45:30
282	556 Baybay Manor	\N	 	374	55802	 	2006-02-15 04:45:30
36	176 Mandaluyong Place	\N	 	239	65213	 	2006-02-15 04:45:30
536	166 Jinchang Street	\N	 	165	86760	 	2006-02-15 04:45:30
516	1574 Goinia Boulevard	\N	 	502	39529	 	2006-02-15 04:45:30
128	848 Tafuna Manor	\N	 	281	45142	 	2006-02-15 04:45:30
406	454 Patiala Lane	\N	 	276	13496	 	2006-02-15 04:45:30
197	447 Surakarta Loop	\N	 	271	10428	 	2006-02-15 04:45:30
556	346 Cam Ranh Avenue	\N	 	599	39976	 	2006-02-15 04:45:30
249	300 Junan Street	\N	 	553	81314	 	2006-02-15 04:45:30
310	913 Coacalco de Berriozbal Loop	\N	 	33	42141	 	2006-02-15 04:45:30
395	1337 Mit Ghamr Avenue	\N	 	358	29810	 	2006-02-15 04:45:30
358	1698 Southport Loop	\N	 	393	49009	 	2006-02-15 04:45:30
530	1003 Qinhuangdao Street	\N	 	419	25972	 	2006-02-15 04:45:30
161	1386 Nakhon Sawan Boulevard	\N	 	420	53502	 	2006-02-15 04:45:30
274	920 Kumbakonam Loop	\N	 	446	75090	 	2006-02-15 04:45:30
124	241 Mosul Lane	\N	 	147	76157	 	2006-02-15 04:45:30
58	1964 Allappuzha (Alleppey) Street	\N	 	227	48980	 	2006-02-15 04:45:30
70	1150 Kimchon Manor	\N	 	321	96109	 	2006-02-15 04:45:30
109	454 Nakhon Sawan Boulevard	\N	 	173	76383	 	2006-02-15 04:45:30
275	906 Goinia Way	\N	 	255	83565	 	2006-02-15 04:45:30
280	1980 Kamjanets-Podilskyi Street	\N	 	404	89502	 	2006-02-15 04:45:30
212	624 Oshawa Boulevard	\N	 	51	89959	 	2006-02-15 04:45:30
34	1668 Anpolis Street	\N	 	316	50199	 	2006-02-15 04:45:30
577	1501 Pangkal Pinang Avenue	\N	 	409	943	 	2006-02-15 04:45:30
299	32 Pudukkottai Lane	\N	 	140	38834	 	2006-02-15 04:45:30
559	1917 Kumbakonam Parkway	\N	 	368	11892	 	2006-02-15 04:45:30
272	1762 Paarl Parkway	\N	 	298	53928	 	2006-02-15 04:45:30
313	1191 Sungai Petani Boulevard	\N	 	262	9668	 	2006-02-15 04:45:30
53	725 Isesaki Place	\N	 	237	74428	 	2006-02-15 04:45:30
317	780 Kimberley Way	\N	 	515	17032	 	2006-02-15 04:45:30
378	1191 Tandil Drive	\N	 	523	6362	 	2006-02-15 04:45:30
278	144 South Hill Loop	\N	 	445	2012	 	2006-02-15 04:45:30
389	500 Lincoln Parkway	\N	 	210	95509	 	2006-02-15 04:45:30
468	1844 Usak Avenue	\N	 	196	84461	 	2006-02-15 04:45:30
54	115 Hidalgo Parkway	\N	 	379	80168	 	2006-02-15 04:45:30
258	752 Ondo Loop	\N	 	338	32474	 	2006-02-15 04:45:30
344	1909 Benguela Lane	\N	 	581	19913	 	2006-02-15 04:45:30
172	475 Atinsk Way	\N	 	240	59571	 	2006-02-15 04:45:30
521	568 Dhule (Dhulia) Loop	\N	 	127	92568	 	2006-02-15 04:45:30
195	1077 San Felipe de Puerto Plata Place	\N	 	369	65387	 	2006-02-15 04:45:30
244	1148 Saarbrcken Parkway	\N	 	226	1921	 	2006-02-15 04:45:30
369	817 Laredo Avenue	\N	 	188	77449	 	2006-02-15 04:45:30
582	1568 Celaya Parkway	\N	 	168	34750	 	2006-02-15 04:45:30
269	446 Kirovo-Tepetsk Lane	\N	 	203	19428	 	2006-02-15 04:45:30
23	1417 Lancaster Avenue	\N	 	267	72192	 	2006-02-15 04:45:30
119	1107 Nakhon Sawan Avenue	\N	 	365	75149	 	2006-02-15 04:45:30
381	1618 Olomouc Manor	\N	 	285	26385	 	2006-02-15 04:45:30
185	682 Garden Grove Place	\N	 	333	67497	 	2006-02-15 04:45:30
557	1407 Pachuca de Soto Place	\N	 	21	26284	 	2006-02-15 04:45:30
157	456 Escobar Way	\N	 	232	36061	 	2006-02-15 04:45:30
528	1176 Southend-on-Sea Manor	\N	 	458	81651	 	2006-02-15 04:45:30
512	1269 Ipoh Avenue	\N	 	163	54674	 	2006-02-15 04:45:30
309	827 Yuncheng Drive	\N	 	99	79047	 	2006-02-15 04:45:30
308	687 Alessandria Parkway	\N	 	455	57587	 	2006-02-15 04:45:30
271	1587 Loja Manor	\N	 	447	5410	 	2006-02-15 04:45:30
574	502 Mandi Bahauddin Parkway	\N	 	55	15992	 	2006-02-15 04:45:30
69	698 Otsu Street	\N	 	105	71110	 	2006-02-15 04:45:30
183	1089 Iwatsuki Avenue	\N	 	270	35109	 	2006-02-15 04:45:30
520	1778 Gijn Manor	\N	 	594	35156	 	2006-02-15 04:45:30
593	1402 Zanzibar Boulevard	\N	 	106	71102	 	2006-02-15 04:45:30
87	929 Tallahassee Loop	\N	 	497	74671	 	2006-02-15 04:45:30
551	182 Nukualofa Drive	\N	 	275	15414	 	2006-02-15 04:45:30
